"","Station","Year","Month","Air_temp","Division","Lat (degree/min)","Lon (degree/min)","Y","X","Time","Max","Min","Region","Avg","Season","Rain","Humidity"
"13148","Mymensingn",2012,"April","26.1","Dhaka",24.44,90.25,24.717,90.433,"41000",35.6,18.2,"CR w/o Dhaka",26.9,"Summer",NA,NA
"13149","Patuakhali",2012,"April","28.7","Barisal",22.2,90.2,22.33333333,90.33333,"41000",37.5,20,"SWR",28.75,"Summer",80,80
"13150","Rajshahi",2012,"April","28.6","Rajshahi",24.22,88.42,24.383,88.6,"41000",40.2,18.5,"NWR",29.35,"Summer",123,69
"13151","Rangamati",2012,"April","26.7","Chittagong",22.38,92.09,22.633,92.2,"41000",38.5,17,"ER",27.75,"Summer",284,77
"13152","Rangpur",2012,"April","26.3","Rangpur",25.44,89.16,25.733,89.233,"41000",36.2,15,"NWR",25.6,"Summer",191,72
"13153","Sandwip",2012,"April","27.8","Chittagong",22.29,91.26,22.483,91.417,"41000",37,19,"ER",28,"Summer",314,81
"13154","Satkhira",2012,"April","29.1","Khulna",22.43,89.05,22.717,89.083,"41000",38.4,19.4,"SWR",28.9,"Summer",94,72
"13155","Sitakundu",2012,"April","27.1","Chittagong",22.38,91.42,22.583,91.7,"41000",36.8,18.9,"ER",27.85,"Summer",NA,NA
"13156","Srimangal",2012,"April","26","Sylhet",24.18,91.44,24.3,91.73333333,"41000",37,16.4,"ER",26.7,"Summer",290,75
"13157","Sydpur",2012,"April","26.9","Rangpur",25.45,88.55,25.75,88.917,"41000",38,17.2,"NWR",27.6,"Summer",NA,NA
"13158","Sylhet",2012,"April","24.7","Sylhet",24.54,91.53,24.9,91.883,"41000",38,17,"ER",27.5,"Summer",659,77
"13159","Tangail",2012,"April","27.6","Dhaka",24.15,89.56,24.25,89.933,"41000",37.6,18.8,"CR w/o Dhaka",28.2,"Summer",106,73
"13160","Teknaf",2012,"April","27.9","Chittagong",20.52,92.18,20.417,92.3,"41000",33.7,19.5,"ER",26.6,"Summer",142,79
"13161","Ambagan(Ctg)",2012,"May","29.5","Chittagong",22.13,91.48,22.35,91.817,"41030",35.2,21.1,"ER",28.15,"Summer",114,79
"13162","Barisal",2012,"May","29.8","Barisal",23.43,90.22,22.717,90.367,"41030",36.6,20.5,"SWR",28.55,"Summer",105,79
"13163","Bhola",2012,"May","29.6","Barisal",22.41,90.39,22.683,90.65,"41030",36,20.7,"SWR",28.35,"Summer",96,79
"13164","Bogra",2012,"May","29.9","Rajshahi",24.51,89.22,24.85,89.367,"41030",39.3,20.6,"NWR",29.95,"Summer",94,71
"13165","Chandpur",2012,"May","30.1","Chittagong",23.14,90.42,23.267,90.7,"41030",36.8,20.4,"ER",28.6,"Summer",121,78
"13166","Chittagong (cv/mil)",2012,"May","29.1","Chittagong",22.21,91.49,22.267,91.817,"41030",34.5,20.1,"ER",27.3,"Summer",188,80
"13167","chuadanga",2012,"May","30.7","Khulna",23.39,88.49,23.65,88.8167,"41030",42.2,20.7,"NWR",31.45,"Summer",NA,NA
"13168","Comilla",2012,"May","28.9","Chittagong",23.26,91.11,23.433,91.183,"41030",35.5,20.5,"ER",28,"Summer",209,79
"13169","Cox`s bazar",2012,"May","29.4","Chittagong",21.27,91.58,21.433,91.967,"41030",35.5,22.5,"ER",29,"Summer",NA,NA
"13170","Dhaka/tejgaon (mil)",2012,"May","30.1","Dhaka",23.47,90.23,23.767,90.383,"41030",36.2,20.5,"Dhaka",28.35,"Summer",137,70
"13171","Dinajpur",2012,"May","29.4","Rangpur",25.39,88.41,25.65,88.683,"41030",40.3,19,"NWR",29.65,"Summer",79,72
"13172","Faridpur",2012,"May","29.9","Dhaka",23.36,89.51,23.617,89.85,"41030",36.6,19.5,"CR w/o Dhaka",28.05,"Summer",109,76
"13173","Feni",2012,"May","29.1","Chittagong",23.02,91.25,23,91.4,"41030",36.5,21.5,"ER",29,"Summer",138,80
"13174","Hatia",2012,"May","29.2","Chittagong",22.27,91.6,22.433,91.1,"41030",35,19.6,"ER",27.3,"Summer",317,84
"13175","Ishurdi",2012,"May","30.7","Khulna",24.09,89.2,24.15,89.033,"41030",41.8,19.4,"NWR",30.6,"Summer",69,71
"13176","Jessore (civ/mil)",2012,"May","31.3","Khulna",23.12,89.2,23.183,89.167,"41030",40.2,21.2,"SWR",30.7,"Summer",36,69
"13177","Khepupara",2012,"May","30.6","Barisal",21.59,90.14,21.983,90.233,"41030",37.2,20.3,"SWR",28.75,"Summer",128,77
"13178","Khulna",2012,"May","31.1","Khulna",22.47,89.32,22.85,89.567,"41030",38.5,20.4,"SWR",29.45,"Summer",63,79
"13179","Kutubdia",2012,"May","29.5","Chittagong",21.49,91.51,21.81666667,91.85,"41030",37,22,"ER",29.5,"Summer",251,86
"13180","M.court",2012,"May","29.7","Chittagong",22.52,91.6,22.867,92,"41030",36.5,21,"ER",28.75,"Summer",286,79
"13181","Madaripur",2012,"May","29.6","Dhaka",23.1,90.11,23.167,90.183,"41030",36.6,19.5,"CR w/o Dhaka",28.05,"Summer",110,79
"13182","Mongla",2012,"May","30.9","Khulna",22.28,89.36,22.467,89.6,"41030",37.7,21,"SWR",29.35,"Summer",61,77
"13183","Mymensingn",2012,"May","28.8","Dhaka",24.44,90.25,24.717,90.433,"41030",36.2,20.6,"CR w/o Dhaka",28.4,"Summer",NA,NA
"13184","Patuakhali",2012,"May","30","Barisal",22.2,90.2,22.33333333,90.33333,"41030",36.5,20.2,"SWR",28.35,"Summer",79,85
"13185","Rajshahi",2012,"May","31.4","Rajshahi",24.22,88.42,24.383,88.6,"41030",41.6,20.7,"NWR",31.15,"Summer",17,67
"13186","Rangamati",2012,"May","28.5","Chittagong",22.38,92.09,22.633,92.2,"41030",36.5,18,"ER",27.25,"Summer",187,77
"13187","Rangpur",2012,"May","28.5","Rangpur",25.44,89.16,25.733,89.233,"41030",37,18.6,"NWR",27.8,"Summer",212,76
"13188","Sandwip",2012,"May","29.6","Chittagong",22.29,91.26,22.483,91.417,"41030",35.2,20.8,"ER",28,"Summer",226,81
"13189","Satkhira",2012,"May","31.2","Khulna",22.43,89.05,22.717,89.083,"41030",39,20.5,"SWR",29.75,"Summer",72,70
"13190","Sitakundu",2012,"May","28.9","Chittagong",22.38,91.42,22.583,91.7,"41030",36.2,19.5,"ER",27.85,"Summer",NA,NA
"13191","Srimangal",2012,"May","28","Sylhet",24.18,91.44,24.3,91.73333333,"41030",36,19.4,"ER",27.7,"Summer",268,78
"13192","Sydpur",2012,"May","29.2","Rangpur",25.45,88.55,25.75,88.917,"41030",39.4,18.4,"NWR",28.9,"Summer",NA,NA
"13193","Sylhet",2012,"May","27.8","Sylhet",24.54,91.53,24.9,91.883,"41030",36.5,19.3,"ER",27.9,"Summer",406,77
"13194","Tangail",2012,"May","29.4","Dhaka",24.15,89.56,24.25,89.933,"41030",36.7,19,"CR w/o Dhaka",27.85,"Summer",171,75
"13195","Teknaf",2012,"May","29.1","Chittagong",20.52,92.18,20.417,92.3,"41030",34.1,22.2,"ER",28.15,"Summer",154,82
"13196","Ambagan(Ctg)",2012,"June","28.5","Chittagong",22.13,91.48,22.35,91.817,"41061",35,23,"ER",29,"Summer",1268,87
"13197","Barisal",2012,"June","29.6","Barisal",23.43,90.22,22.717,90.367,"41061",36.7,24.2,"SWR",30.45,"Summer",205,86
"13198","Bhola",2012,"June","29.5","Barisal",22.41,90.39,22.683,90.65,"41061",35.1,24.5,"SWR",29.8,"Summer",233,85
"13199","Bogra",2012,"June","29.5","Rajshahi",24.51,89.22,24.85,89.367,"41061",37.8,22.5,"NWR",30.15,"Summer",147,80
"13200","Chandpur",2012,"June","29.6","Chittagong",23.14,90.42,23.267,90.7,"41061",36.6,22.6,"ER",29.6,"Summer",279,84
"13201","Chittagong (cv/mil)",2012,"June","28.2","Chittagong",22.21,91.49,22.267,91.817,"41061",34.8,22.8,"ER",28.8,"Summer",1337,86
"13202","chuadanga",2012,"June","30.4","Khulna",23.39,88.49,23.65,88.8167,"41061",42.9,23.5,"NWR",33.2,"Summer",NA,NA
"13203","Comilla",2012,"June","28.7","Chittagong",23.26,91.11,23.433,91.183,"41061",35.8,22.2,"ER",29,"Summer",442,84
"13204","Cox`s bazar",2012,"June","28.3","Chittagong",21.27,91.58,21.433,91.967,"41061",34.8,22,"ER",28.4,"Summer",NA,NA
"13205","Dhaka/tejgaon (mil)",2012,"June","29.7","Dhaka",23.47,90.23,23.767,90.383,"41061",36.7,23.2,"Dhaka",29.95,"Summer",175,77
"13206","Dinajpur",2012,"June","29.4","Rangpur",25.39,88.41,25.65,88.683,"41061",36.2,23,"NWR",29.6,"Summer",380,82
"13207","Faridpur",2012,"June","29.9","Dhaka",23.36,89.51,23.617,89.85,"41061",36.4,22.8,"CR w/o Dhaka",29.6,"Summer",128,81
"13208","Feni",2012,"June","28","Chittagong",23.02,91.25,23,91.4,"41061",35.4,22.3,"ER",28.85,"Summer",723,87
"13209","Hatia",2012,"June","29.1","Chittagong",22.27,91.6,22.433,91.1,"41061",34.5,23.6,"ER",29.05,"Summer",538,87
"13210","Ishurdi",2012,"June","30.2","Khulna",24.09,89.2,24.15,89.033,"41061",40.8,22.8,"NWR",31.8,"Summer",177,81
"13211","Jessore (civ/mil)",2012,"June","30.9","Khulna",23.12,89.2,23.183,89.167,"41061",40.8,23,"SWR",31.9,"Summer",221,77
"13212","Khepupara",2012,"June","30.2","Barisal",21.59,90.14,21.983,90.233,"41061",36.7,24,"SWR",30.35,"Summer",415,83
"13213","Khulna",2012,"June","31.1","Khulna",22.47,89.32,22.85,89.567,"41061",38.8,24.4,"SWR",31.6,"Summer",255,84
"13214","Kutubdia",2012,"June","28.5","Chittagong",21.49,91.51,21.81666667,91.85,"41061",34.6,23.4,"ER",29,"Summer",1178,89
"13215","M.court",2012,"June","29.4","Chittagong",22.52,91.6,22.867,92,"41061",36,22.8,"ER",29.4,"Summer",483,85
"13216","Madaripur",2012,"June","29.6","Dhaka",23.1,90.11,23.167,90.183,"41061",36.3,22.6,"CR w/o Dhaka",29.45,"Summer",144,84
"13217","Mongla",2012,"June","30.8","Khulna",22.28,89.36,22.467,89.6,"41061",38.2,24.8,"SWR",31.5,"Summer",193,81
"13218","Mymensingn",2012,"June","28.4","Dhaka",24.44,90.25,24.717,90.433,"41061",35.2,20.6,"CR w/o Dhaka",27.9,"Summer",NA,NA
"13219","Patuakhali",2012,"June","30.1","Barisal",22.2,90.2,22.33333333,90.33333,"41061",37,23.5,"SWR",30.25,"Summer",287,85
"13220","Rajshahi",2012,"June","30.6","Rajshahi",24.22,88.42,24.383,88.6,"41061",42,23.4,"NWR",32.7,"Summer",137,80
"13221","Rangamati",2012,"June","28.1","Chittagong",22.38,92.09,22.633,92.2,"41061",35.3,22,"ER",28.65,"Summer",834,85
"13222","Rangpur",2012,"June","28.7","Rangpur",25.44,89.16,25.733,89.233,"41061",36,22,"NWR",29,"Summer",369,83
"13223","Sandwip",2012,"June","29.1","Chittagong",22.29,91.26,22.483,91.417,"41061",35.2,22.4,"ER",28.8,"Summer",753,86
"13224","Satkhira",2012,"June","31.1","Khulna",22.43,89.05,22.717,89.083,"41061",39.2,23.7,"SWR",31.45,"Summer",199,77
"13225","Sitakundu",2012,"June","28.3","Chittagong",22.38,91.42,22.583,91.7,"41061",36.4,21,"ER",28.7,"Summer",NA,NA
"13226","Srimangal",2012,"June","27.5","Sylhet",24.18,91.44,24.3,91.73333333,"41061",35.2,21,"ER",28.1,"Summer",518,85
"13227","Sydpur",2012,"June","29.1","Rangpur",25.45,88.55,25.75,88.917,"41061",36,23.4,"NWR",29.7,"Summer",NA,NA
"13228","Sylhet",2012,"June","27.1","Sylhet",24.54,91.53,24.9,91.883,"41061",35.2,21,"ER",28.1,"Summer",1185,88
"13229","Tangail",2012,"June","29.2","Dhaka",24.15,89.56,24.25,89.933,"41061",37.4,23,"CR w/o Dhaka",30.2,"Summer",246,83
"13230","Teknaf",2012,"June","28.1","Chittagong",20.52,92.18,20.417,92.3,"41061",34.1,23.4,"ER",28.75,"Summer",1431,88
"13231","Ambagan(Ctg)",2012,"July","27.8","Chittagong",22.13,91.48,22.35,91.817,"41091",34.5,24.4,"ER",29.45,"Monsoon",662,88
"13232","Barisal",2012,"July","28.5","Barisal",23.43,90.22,22.717,90.367,"41091",34.2,25.6,"SWR",29.9,"Monsoon",275,88
"13233","Bhola",2012,"July","28.5","Barisal",22.41,90.39,22.683,90.65,"41091",33.4,24.8,"SWR",29.1,"Monsoon",323,88
"13234","Bogra",2012,"July","29.1","Rajshahi",24.51,89.22,24.85,89.367,"41091",35,24.9,"NWR",29.95,"Monsoon",186,83
"13235","Chandpur",2012,"July","29.1","Chittagong",23.14,90.42,23.267,90.7,"41091",34.7,25.1,"ER",29.9,"Monsoon",298,85
"13236","Chittagong (cv/mil)",2012,"July","27.5","Chittagong",22.21,91.49,22.267,91.817,"41091",33.5,24.2,"ER",28.85,"Monsoon",788,88
"13237","chuadanga",2012,"July","28.5","Khulna",23.39,88.49,23.65,88.8167,"41091",35.5,25.5,"NWR",30.5,"Monsoon",NA,NA
"13238","Comilla",2012,"July","28.3","Chittagong",23.26,91.11,23.433,91.183,"41091",34.1,24.8,"ER",29.45,"Monsoon",282,85
"13239","Cox`s bazar",2012,"July","27.1","Chittagong",21.27,91.58,21.433,91.967,"41091",33.5,24,"ER",28.75,"Monsoon",NA,NA
"13240","Dhaka/tejgaon (mil)",2012,"July","29.1","Dhaka",23.47,90.23,23.767,90.383,"41091",34.3,25.2,"Dhaka",29.75,"Monsoon",226,79
"13241","Dinajpur",2012,"July","29.2","Rangpur",25.39,88.41,25.65,88.683,"41091",34.7,25.5,"NWR",30.1,"Monsoon",435,83
"13242","Faridpur",2012,"July","28.9","Dhaka",23.36,89.51,23.617,89.85,"41091",34.2,25.6,"CR w/o Dhaka",29.9,"Monsoon",252,85
"13243","Feni",2012,"July","27.6","Chittagong",23.02,91.25,23,91.4,"41091",33.8,23.5,"ER",28.65,"Monsoon",568,89
"13244","Hatia",2012,"July","28.2","Chittagong",22.27,91.6,22.433,91.1,"41091",32.5,24,"ER",28.25,"Monsoon",738,89
"13245","Ishurdi",2012,"July","28.9","Khulna",24.09,89.2,24.15,89.033,"41091",35.7,25.2,"NWR",30.45,"Monsoon",215,87
"13246","Jessore (civ/mil)",2012,"July","29.2","Khulna",23.12,89.2,23.183,89.167,"41091",35.8,25.6,"SWR",30.7,"Monsoon",334,84
"13247","Khepupara",2012,"July","28.6","Barisal",21.59,90.14,21.983,90.233,"41091",33.4,24.2,"SWR",28.8,"Monsoon",639,89
"13248","Khulna",2012,"July","29.3","Khulna",22.47,89.32,22.85,89.567,"41091",34.8,25,"SWR",29.9,"Monsoon",391,90
"13249","Kutubdia",2012,"July","27.3","Chittagong",21.49,91.51,21.81666667,91.85,"41091",32.5,24,"ER",28.25,"Monsoon",1688,92
"13250","M.court",2012,"July","28.4","Chittagong",22.52,91.6,22.867,92,"41091",34.8,25,"ER",29.9,"Monsoon",431,87
"13251","Madaripur",2012,"July","28.9","Dhaka",23.1,90.11,23.167,90.183,"41091",35,25.3,"CR w/o Dhaka",30.15,"Monsoon",377,86
"13252","Mongla",2012,"July","28.8","Khulna",22.28,89.36,22.467,89.6,"41091",35,25.7,"SWR",30.35,"Monsoon",359,88
"13253","Mymensingn",2012,"July","28.6","Dhaka",24.44,90.25,24.717,90.433,"41091",34.6,25.5,"CR w/o Dhaka",30.05,"Monsoon",NA,NA
"13254","Patuakhali",2012,"July","28.6","Barisal",22.2,90.2,22.33333333,90.33333,"41091",33.6,25,"SWR",29.3,"Monsoon",392,90
"13255","Rajshahi",2012,"July","29","Rajshahi",24.22,88.42,24.383,88.6,"41091",35.6,25,"NWR",30.3,"Monsoon",314,86
"13256","Rangamati",2012,"July","27.3","Chittagong",22.38,92.09,22.633,92.2,"41091",35.2,22.5,"ER",28.85,"Monsoon",489,86
"13257","Rangpur",2012,"July","28.7","Rangpur",25.44,89.16,25.733,89.233,"41091",34.2,24.8,"NWR",29.5,"Monsoon",445,84
"13258","Sandwip",2012,"July","28.1","Chittagong",22.29,91.26,22.483,91.417,"41091",33.9,24.5,"ER",29.2,"Monsoon",1399,89
"13259","Satkhira",2012,"July","29.2","Khulna",22.43,89.05,22.717,89.083,"41091",34.4,24.6,"SWR",29.5,"Monsoon",239,84
"13260","Sitakundu",2012,"July","27.6","Chittagong",22.38,91.42,22.583,91.7,"41091",34.6,24.5,"ER",29.55,"Monsoon",NA,NA
"13261","Srimangal",2012,"July","28.3","Sylhet",24.18,91.44,24.3,91.73333333,"41091",35,24.5,"ER",29.75,"Monsoon",125,82
"13262","Sydpur",2012,"July","29.1","Rangpur",25.45,88.55,25.75,88.917,"41091",35,25,"NWR",30,"Monsoon",NA,NA
"13263","Sylhet",2012,"July","28.4","Sylhet",24.54,91.53,24.9,91.883,"41091",35.8,24.8,"ER",30.3,"Monsoon",700,84
"13264","Tangail",2012,"July","28.8","Dhaka",24.15,89.56,24.25,89.933,"41091",34.6,25.2,"CR w/o Dhaka",29.9,"Monsoon",241,84
"13265","Teknaf",2012,"July","27","Chittagong",20.52,92.18,20.417,92.3,"41091",31.5,23,"ER",27.25,"Monsoon",1349,92
"13266","Ambagan(Ctg)",2012,"August","28.3","Chittagong",22.13,91.48,22.35,91.817,"41122",34.1,24.4,"ER",29.25,"Monsoon",300,85
"13267","Barisal",2012,"August","28.6","Barisal",23.43,90.22,22.717,90.367,"41122",34.6,24,"SWR",29.3,"Monsoon",270,87
"13268","Bhola",2012,"August","28.6","Barisal",22.41,90.39,22.683,90.65,"41122",33.8,24.1,"SWR",28.95,"Monsoon",285,87
"13269","Bogra",2012,"August","29.6","Rajshahi",24.51,89.22,24.85,89.367,"41122",35.5,25.2,"NWR",30.35,"Monsoon",164,82
"13270","Chandpur",2012,"August","29.1","Chittagong",23.14,90.42,23.267,90.7,"41122",34.6,24.8,"ER",29.7,"Monsoon",452,85
"13271","Chittagong (cv/mil)",2012,"August","28.1","Chittagong",22.21,91.49,22.267,91.817,"41122",33.5,24.5,"ER",29,"Monsoon",299,86
"13272","chuadanga",2012,"August","28.7","Khulna",23.39,88.49,23.65,88.8167,"41122",35,24.6,"NWR",29.8,"Monsoon",NA,NA
"13273","Comilla",2012,"August","28.6","Chittagong",23.26,91.11,23.433,91.183,"41122",34.5,24,"ER",29.25,"Monsoon",373,83
"13274","Cox`s bazar",2012,"August","27.6","Chittagong",21.27,91.58,21.433,91.967,"41122",33.6,23.8,"ER",28.7,"Monsoon",NA,NA
"13275","Dhaka/tejgaon (mil)",2012,"August","29.2","Dhaka",23.47,90.23,23.767,90.383,"41122",34.5,24.4,"Dhaka",29.45,"Monsoon",282,78
"13276","Dinajpur",2012,"August","29.9","Rangpur",25.39,88.41,25.65,88.683,"41122",35.6,25.2,"NWR",30.4,"Monsoon",106,81
"13277","Faridpur",2012,"August","29.1","Dhaka",23.36,89.51,23.617,89.85,"41122",34.8,24.8,"CR w/o Dhaka",29.8,"Monsoon",221,84
"13278","Feni",2012,"August","28.3","Chittagong",23.02,91.25,23,91.4,"41122",34.3,24,"ER",29.15,"Monsoon",390,85
"13279","Hatia",2012,"August","28.3","Chittagong",22.27,91.6,22.433,91.1,"41122",33.2,24.4,"ER",28.8,"Monsoon",501,88
"13280","Ishurdi",2012,"August","29.2","Khulna",24.09,89.2,24.15,89.033,"41122",35.6,25.5,"NWR",30.55,"Monsoon",97,86
"13281","Jessore (civ/mil)",2012,"August","29.3","Khulna",23.12,89.2,23.183,89.167,"41122",35.3,24.6,"SWR",29.95,"Monsoon",187,84
"13282","Khepupara",2012,"August","28.8","Barisal",21.59,90.14,21.983,90.233,"41122",34.3,24.4,"SWR",29.35,"Monsoon",392,88
"13283","Khulna",2012,"August","29.2","Khulna",22.47,89.32,22.85,89.567,"41122",34.8,25.2,"SWR",30,"Monsoon",254,90
"13284","Kutubdia",2012,"August","28.1","Chittagong",21.49,91.51,21.81666667,91.85,"41122",33.4,24.4,"ER",28.9,"Monsoon",527,91
"13285","M.court",2012,"August","28.7","Chittagong",22.52,91.6,22.867,92,"41122",34.5,25,"ER",29.75,"Monsoon",442,86
"13286","Madaripur",2012,"August","28.8","Dhaka",23.1,90.11,23.167,90.183,"41122",34.7,24.9,"CR w/o Dhaka",29.8,"Monsoon",203,85
"13287","Mongla",2012,"August","28.9","Khulna",22.28,89.36,22.467,89.6,"41122",35,24.3,"SWR",29.65,"Monsoon",449,88
"13288","Mymensingn",2012,"August","29","Dhaka",24.44,90.25,24.717,90.433,"41122",34.5,25,"CR w/o Dhaka",29.75,"Monsoon",NA,NA
"13289","Patuakhali",2012,"August","28.7","Barisal",22.2,90.2,22.33333333,90.33333,"41122",34.6,23.6,"SWR",29.1,"Monsoon",439,89
"13290","Rajshahi",2012,"August","29.5","Rajshahi",24.22,88.42,24.383,88.6,"41122",36,25.5,"NWR",30.75,"Monsoon",179,85
"13291","Rangamati",2012,"August","27.9","Chittagong",22.38,92.09,22.633,92.2,"41122",35,21,"ER",28,"Monsoon",297,83
"13292","Rangpur",2012,"August","29.6","Rangpur",25.44,89.16,25.733,89.233,"41122",35.2,25,"NWR",30.1,"Monsoon",187,80
"13293","Sandwip",2012,"August","28.4","Chittagong",22.29,91.26,22.483,91.417,"41122",34.2,23.9,"ER",29.05,"Monsoon",889,86
"13294","Satkhira",2012,"August","29.1","Khulna",22.43,89.05,22.717,89.083,"41122",35,25,"SWR",30,"Monsoon",314,85
"13295","Sitakundu",2012,"August","28.4","Chittagong",22.38,91.42,22.583,91.7,"41122",35,23.5,"ER",29.25,"Monsoon",NA,NA
"13296","Srimangal",2012,"August","28.5","Sylhet",24.18,91.44,24.3,91.73333333,"41122",35.5,24.1,"ER",29.8,"Monsoon",353,82
"13297","Sydpur",2012,"August","30.1","Rangpur",25.45,88.55,25.75,88.917,"41122",35.8,25.2,"NWR",30.5,"Monsoon",NA,NA
"13298","Sylhet",2012,"August","28.6","Sylhet",24.54,91.53,24.9,91.883,"41122",36.4,24.7,"ER",30.55,"Monsoon",738,84
"13299","Tangail",2012,"August","29","Dhaka",24.15,89.56,24.25,89.933,"41122",35.5,25.4,"CR w/o Dhaka",30.45,"Monsoon",204,84
"13300","Teknaf",2012,"August","27.5","Chittagong",20.52,92.18,20.417,92.3,"41122",32.3,23.5,"ER",27.9,"Monsoon",933,89
"13301","Ambagan(Ctg)",2012,"September","28.7","Chittagong",22.13,91.48,22.35,91.817,"41153",35,24.1,"ER",29.55,"Monsoon",221,82
"13302","Barisal",2012,"September","28.2","Barisal",23.43,90.22,22.717,90.367,"41153",35,24.5,"SWR",29.75,"Monsoon",381,89
"13303","Bhola",2012,"September","28.4","Barisal",22.41,90.39,22.683,90.65,"41153",34.8,23.8,"SWR",29.3,"Monsoon",191,88
"13304","Bogra",2012,"September","29","Rajshahi",24.51,89.22,24.85,89.367,"41153",38.2,24,"NWR",31.1,"Monsoon",345,83
"13305","Chandpur",2012,"September","29.1","Chittagong",23.14,90.42,23.267,90.7,"41153",36.6,25.1,"ER",30.85,"Monsoon",137,85
"13306","Chittagong (cv/mil)",2012,"September","28.3","Chittagong",22.21,91.49,22.267,91.817,"41153",33.2,24.2,"ER",28.7,"Monsoon",170,85
"13307","chuadanga",2012,"September","28.4","Khulna",23.39,88.49,23.65,88.8167,"41153",36.3,24,"NWR",30.15,"Monsoon",NA,NA
"13308","Comilla",2012,"September","28.5","Chittagong",23.26,91.11,23.433,91.183,"41153",35.5,24.5,"ER",30,"Monsoon",178,85
"13309","Cox`s bazar",2012,"September","28.1","Chittagong",21.27,91.58,21.433,91.967,"41153",33.8,24.2,"ER",29,"Monsoon",NA,NA
"13310","Dhaka/tejgaon (mil)",2012,"September","29","Dhaka",23.47,90.23,23.767,90.383,"41153",36.5,24.9,"Dhaka",30.7,"Monsoon",81,79
"13311","Dinajpur",2012,"September","28.8","Rangpur",25.39,88.41,25.65,88.683,"41153",37,24,"NWR",30.5,"Monsoon",349,84
"13312","Faridpur",2012,"September","29","Dhaka",23.36,89.51,23.617,89.85,"41153",36.4,24.8,"CR w/o Dhaka",30.6,"Monsoon",165,84
"13313","Feni",2012,"September","28.2","Chittagong",23.02,91.25,23,91.4,"41153",34.8,24.1,"ER",29.45,"Monsoon",274,86
"13314","Hatia",2012,"September","28.5","Chittagong",22.27,91.6,22.433,91.1,"41153",34.5,24.4,"ER",29.45,"Monsoon",377,88
"13315","Ishurdi",2012,"September","28.9","Khulna",24.09,89.2,24.15,89.033,"41153",36.8,24.5,"NWR",30.65,"Monsoon",178,86
"13316","Jessore (civ/mil)",2012,"September","29","Khulna",23.12,89.2,23.183,89.167,"41153",36,24.4,"SWR",30.2,"Monsoon",271,84
"13317","Khepupara",2012,"September","28.7","Barisal",21.59,90.14,21.983,90.233,"41153",34.8,24.3,"SWR",29.55,"Monsoon",562,88
"13318","Khulna",2012,"September","29.1","Khulna",22.47,89.32,22.85,89.567,"41153",35.7,24.5,"SWR",30.1,"Monsoon",374,90
"13319","Kutubdia",2012,"September","28.6","Chittagong",21.49,91.51,21.81666667,91.85,"41153",34.4,24.6,"ER",29.5,"Monsoon",260,87
"13320","M.court",2012,"September","28.8","Chittagong",22.52,91.6,22.867,92,"41153",35,25,"ER",30,"Monsoon",322,85
"13321","Madaripur",2012,"September","28.5","Dhaka",23.1,90.11,23.167,90.183,"41153",35.5,24.3,"CR w/o Dhaka",29.9,"Monsoon",216,87
"13322","Mongla",2012,"September","28.7","Khulna",22.28,89.36,22.467,89.6,"41153",35.4,24.5,"SWR",29.95,"Monsoon",420,88
"13323","Mymensingn",2012,"September","28.6","Dhaka",24.44,90.25,24.717,90.433,"41153",37,24.5,"CR w/o Dhaka",30.75,"Monsoon",NA,NA
